location,event,date,artist,genre,coordinates
Geneve,FESTIVAL DE LA BATIE,2014-08-30,ANDRES GARCIA,,"(46.2043907, 6.1431577)"
Geneve,FESTIVAL DE LA BATIE,2014-08-30,ALEXIS TAYLOR,,"(46.2043907, 6.1431577)"
Montreux,SEPTEMBRE MUSICAL,2014-08-30,RUSSIAN NATIONAL ORCHESTRA,,"(46.4312213, 6.9106799)"
