location,event,date,artist,genre
Winterthur,AFRO - PFINGSTEN,2006-06-04,SAF SAP,
Winterthur,AFRO - PFINGSTEN,2006-06-04,CHEIKH LO,
Neuchatel,FESTI NEUCH,2006-06-04,SIMON GERBER,
