location,event,date,artist,genre
Lausanne,JAZZ ONZE +,2007-10-27,CHIN CHIN,
Lausanne,JAZZ ONZE +,2007-10-27,BILL STEWART,
Saint Claude,JAZZCONTREBAND,2007-10-27,FRANCOIS GALLIX,
Geneve,JAZZCONTREBAND,2007-10-27,LUCIEN DUBUIS,
Carouge,JAZZCONTREBAND,2007-10-27,LE BOCAL,
