artists,date,event,genre,location
"['Hannes B?rtschi ', ' Francesco Corti ', ' works by Thomas Demenga ']",2014-01-26,Konzert,['Classic'],Z?rich
['Boris Giltburg '],2014-01-26,Konzert,['Classic'],null
[' Vital Julian Frey '],2014-01-26,2.-Sinfoniekonzert,['Classic'],Thun
"['Vera Schnider ', ' Michael Gebauer ', ' Jana Karsko ', ' Hiroko Takehara ', ' Anna Tyka Nyffenegger ']",2014-01-26,Kammermusik,['Classic'],Z?rich
"['Georg Commerell ', ' Norbert Bazelli ', ' Lukas von Fl?e ']",2014-01-26,D-Zyt-isch-do,"['Jazz', 'Blues', 'Soul']",Basel
"['V?ra Schlatter ', ' Mikael Samsonov ']",2014-01-26,Midi-musical-Sonntagsmatin?e,['Classic'],Winterthur
"[' Annette-Caroline Sch?r ', ' Barbara Zollinger-Widmer ']",2014-01-26,Hottinger-Konzert-Matin?e,['Classic'],Z?rich
"['Ivana Rusko ', ' Andrea Koll? ', ' Heinrich M?tzener ', ' Laurent Weibel ', ' Rumjana Naydenova ']",2014-01-26,Brunchkonzert-Kammerkonzert,['Classic'],Z?rich
"[' Lisa Brunner ', ' Miranda de Miguel ']",2014-01-26,Konzert,['Classic'],Z?rich
"['Mauro Peter ', ' No?mie Rufer Zumstein ', ' Cathrin Kudelka ', ' Ewa Grzywna-Groblewska ', ' Ioana Geangalau ']",2014-01-26,Wahlverwandtschaften-Winterreise,['Classic'],Z?rich
"['Vera Schnider ', ' Michael Gebauer ', ' Jana Karsko ', ' Hiroko Takehara ', ' Anna Tyka Nyffenegger ']",2014-01-26,Nuggi-Konzert,['Classic'],Z?rich
"['Alexander Seidel ', ' Andrea Wiesli ']",2014-01-26,Das-Musikfenster,['Classic'],Z?rich
"['Gabriele Hierdeis ', ' Ulrike Hofbauer ', ' Jessica Jans ', ' Agnieszka Kowalczyk ']",2014-01-26,Celebremus,['Classic'],null
[' Simon Stettler '],2014-01-26,Opus-8-Klarinetten-tanzen-Salsa,['Classic'],Z?rich
"[' Corina Marti ', ' conductor: Alexandra Nigito ']",2014-01-26,Scarlattiana-Eine-musikalische-Reise,['Classic'],null
"[' Monika Rebholz ', ' Joachim Moser ']",2014-01-26,Konzert,['Classic'],Luzern
"['Maya Wirz ', ' Sergey Aksenov ', ' Ivan Konsulov ', ' Michael Hauenstein ']",2014-01-26,Benefizkonzert,['Classic'],Basel
"['Dmitri Demiashkin ', ' Thomas Wicky Stamm ', ' Lev Sivkov ']",2014-01-26,Connaissez-vous-Russische-Musik-im-Westen,['Classic'],Riehen
['Piotr Anderszewski '],2014-01-26,Meisterkonzert,['Classic'],Bern
['Fazil Say '],2014-01-26,R?cital,['Classic'],Lugano
"['Arlette Hock Meier ', ' Kurt Meier ', ' Felix Gubser ']",2014-01-26,Trio-Konzert,['Classic'],Z?rich
"[' Praxedis Hug-R?tti ', ' Praxedis Genevi?ve Hug ']",2014-01-26,Feenzauber-und-Schweiggesang,['Classic'],Kappel-am-Albis
"[' Ganesh Geymeier ', ' Afrika Mkhize ', ' B?nz Oester ', ' Ayanda Sikade ']",2014-01-26,B?nz-Oester-&-The-Rainmakers,"['Jazz', 'Blues', 'Soul']",Z?rich
"['Julio Azcano ', ' Volker Biesenbender ', ' Patricia Draeger ', ' Wolfgang Fernow ', ' Michelangelo Rinaldi ']",2014-01-26,Mozart-&-Grappelli-Ein-musikalisches-Geburtstagsfest,"['Jazz', 'Blues', 'Soul']",Basel
"[' Dimitry Ivashchenko ', ' Robert Koller ']",2014-01-26,Tod-Tr?nen-Verkl?rung,['Classic'],Basel
['Angelo Branduardi '],2014-01-26,Angelo-Branduardi,['Pop'],Z?rich
[' The Nosebreakers '],2014-01-26,Royal-Republic-&-The-Nosebreakers,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
['Fettes Brot '],2014-01-26,Fettes-Brot,"['Hip', 'Hop', ""R'n'B""]",Z?rich
['Che Sudaka '],2014-01-26,Che-Sudaka,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
"['Ivana Rusko ', ' Andrea Koll? ', ' Heinrich M?tzener ', ' Laurent Weibel ', ' Rumjana Naydenova ']",2014-01-27,Lunchkonzert-Kammerkonzert,['Classic'],Z?rich
[' Andras Schiff '],2014-01-27,AMG-Solistenabende,['Classic'],Basel
['J?rg-Andreas B?tticher '],2014-01-27,CIS-Cembalomusik-in-der-Stadt-Basel,['Classic'],Basel
"['Julian Pr?gardien ', ' Marc Hanta? ', ' Philippe Pierlot ', ' Xavier D?az-Latorre ']",2014-01-27,Schubertiade,['Classic'],Basel
['Dream Theater '],2014-01-27,Dream-Theater,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"[' Reggie Saunders ', ' Chris Muzik ', ' Ernst Wirz ', ' Robi Weber ', ' Gerhards ', ' Curt Treier ']",2014-01-27,Happy-Monday,"['Jazz', 'Blues', 'Soul']",Z?rich
"['Ursula Ferri ', ' Una Prelle ']",2014-01-27,Ave-Maria,['Classic'],Grindelwald
['Kataklysm '],2014-01-27,Kataklysm,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Pratteln
['Lanterns On The Lake '],2014-01-27,Lanterns-On-The-Lake,['Pop'],Z?rich
['Andy Boller '],2014-01-27,Old-School-Piano-Blues,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"[' Richard Galliano ', ' Jean-Marc Phillips ', ' Bertrand Cervera ', ' Jean-Paul Minali-Bella ', ' Eric Levionnois ', ' Sylvain Le Provost ']",2014-01-27,Richard-Galliano-8-Seasons,"['Jazz', 'Blues', 'Soul']",Z?rich
"[' Christina de Simoni ', ' Magda Vogel ', ' Heini Andermatt ']",2014-01-27,Z?rich,['Pop'],Bar-Tantpis
"[' Jochen Baldes ', ' Franz Hellm?ller ', ' Thomas Bauser ', ' Raffaele Bossard ', ' Michi Stulz ']",2014-01-27,Jochen-Baldes-Subnoder,"['Jazz', 'Blues', 'Soul']",Baden
"[' Dominic Stahl ', ' Francesco Rezzonico ', ' Tobias Schmid ']",2014-01-27,Jam-Session,"['Jazz', 'Blues', 'Soul']",Basel
"[' Kasper Rast ', ' Thomy Jordi ', ' Sha ', ' Joel Gilardini ']",2014-01-27,Nik-B?rtsch's-Ronin,"['Jazz', 'Blues', 'Soul']",Z?rich
['Rob Moir '],2014-01-27,Rob-Moir,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Wetzikon
"[' Trio Silvan Jeger ', ' Thierry Kuster ', ' Claude Meier ']",2014-01-28,Jazzapero,"['Jazz', 'Blues', 'Soul']",Z?rich
['Klavierklasse Franz Frautschi '],2014-01-28,Wahlverwandtschaften,"['Jazz', 'Blues', 'Soul']",Basel
[' Franziska Hirzel '],2014-01-28,Konzert,['Classic'],Basel
[' conductor: Andr?s Schiff '],2014-01-28,Konzert,['Classic'],Z?rich
"['Christoph Pr?gardien ', ' Ulrich Koella ']",2014-01-28,Liederabend-Winterreise,['Classic'],Winterthur
"[' Ramon Ortega Quero ', ' Noa Wildschut ']",2014-01-28,Abokonzert,['Classic'],null
"[' Annakin ', ' Manu Delago ']",2014-01-28,ZKO-Meets-Annakin,['Pop'],Z?rich
"[' Alexander Ruef ', ' Stefan Meier ', ' conductor: Matthias Kuhn ']",2014-01-28,Klavierkonzert,['Classic'],Bern
['Beasto Blanko '],2014-01-28,Beasto-Blanko,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Pratteln
"[' Lisette Spinnler ', ' Alex Hendriksen ', ' Stefan Aeby ', ' Andr? Pousaz ', ' Michi Stulz ']",2014-01-28,Lisette-Spinnler-Quintet,"['Jazz', 'Blues', 'Soul']",Basel
['Beasto Blaco '],2014-01-28,Beasto-Blaco,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Pratteln
"[' dance animation by Yermany Laurenty Sotelo ', ' Tahyra Montalvo ']",2014-01-28,Salsaloca,"['Ragga', 'Reggae', 'African', 'Music', 'Dancehall']",Basel
"['Niklaus H?rni ', ' Fabian Mueller ', ' Kaspar von Gr?nigen ', ' Alex Maurer ']",2014-01-28,Tuesday-Jam,"['Jazz', 'Blues', 'Soul']",Bern
['TV Ghost '],2014-01-28,TV-Ghost,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"['Reeta Aho ', ' Chantal Largier ']",2014-01-29,Mimiko-Komponiert-im-Jahre-1851,['Classic'],Basel
['Srdjan Vukasinovic '],2014-01-29,Die-Kultursuppe,"['world', 'music']",Winterthur
[' Stephen Hough '],2014-01-29,Konzert,['Classic'],Z?rich
[' Igor Kamenz '],2014-01-29,COOP-Sinfoniekonzert,['Classic'],Basel
['Megan Nicole '],2014-01-29,Megan-Nicole,['Pop'],Z?rich
"['Primal Fear ', ' Bullet ']",2014-01-29,Primal-Fear,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Pratteln
"['Ursula Ferri ', ' Una Prelle ']",2014-01-29,Ave-Maria,['Classic'],null
['The Trans-Siberian Orchestra '],2014-01-29,The-Trans-Siberian-Orchestra,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"['Mischa Maurer ', ' Martial In Albon ', ' Flurin Iten ', ' Claudio Berger ', ' Simon Gautsch ']",2014-01-29,Jam-Night,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
"['A Day To Remember ', ' Every Time I Die ', ' The Story So Far ']",2014-01-29,A-Day-To-Remember,['Pop'],Z?rich
[' Alain Tr?varin '],2014-01-29,Didier-Squiban-&-Alain-Tr?varin,"['Jazz', 'Blues', 'Soul']",Z?rich
['Madeline Tasquin '],2014-01-29,Madeline-Tasquin,"['Jazz', 'Blues', 'Soul']",Z?rich
['John Lester '],2014-01-29,John-Lester,['Pop'],Baden
"[' Lisette Spinnler ', ' Alex Hendriksen ', ' Stefan Aeby ', ' Andr? Pousaz ', ' Michi Stulz ']",2014-01-29,Lisette-Spinnler-Quintet,"['Jazz', 'Blues', 'Soul']",Basel
"[' Daniel Schl?ppi ', ' Marc Copland ']",2014-01-29,Daniel-Schl?ppi-&-Marc-Copland,"['Jazz', 'Blues', 'Soul']",W?denswil
"[""Bushman's Revenge ""]",2014-01-29,Bushman's-Revenge,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Bern
"[' Matthias Kolly ', ' Charlotte Planchou ', ' Julien Minguely ', ' Eduardo Mendez ', ' Ald?ric Staehli ', ' Antoine Humberset ']",2014-01-29,Jam-Session-avec-Matthias-Kolly,"['Jazz', 'Blues', 'Soul']",null
"['Slut ', ' support: And the Golden Choir ']",2014-01-29,Slut-abgesagt,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"['Anna Willerding ', ' Amir Tiroshi ', ' Christian Hanschke ', ' P?ter J?nosh?zi ', ' Manuel Dahme ']",2014-01-30,Mittagskonzert,['Classic'],Basel
"['Slut ', ' support: And the Golden Choir ']",2014-01-30,Slut-abgesagt,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
[' Antonio Meneses '],2014-01-30,Kol-Nidrei,['Classic'],Luzern
[' Stephen Hough '],2014-01-30,Konzert,['Classic'],Z?rich
[' Igor Kamenz '],2014-01-30,Volkssinfoniekonzert,['Classic'],Basel
"[' Rebecca Spiteri ', ' J?rg Ramspeck ', ' Joel Reiff ', ' Rolf Lyssy ']",2014-01-30,Thursday-Night-Jazz,"['Jazz', 'Blues', 'Soul']",Z?rich
[' Lise de la Salle '],2014-01-30,Symphoniekonzert,['Classic'],Bern
"['Martin Bauder ', ' Benjamin Kellerhals ']",2014-01-30,Konzert,['Classic'],Winterthur
['Gwennyn '],2014-01-30,Gwennyn,"['world', 'music']",D?bendorf
"['Silke G?ng ', ' Marco Scilironi ']",2014-01-30,Liederabend-mit-Urauff?hrungen,['Classic'],Basel
['Richard Galliano '],2014-01-30,Richard-Galliano,"['Jazz', 'Blues', 'Soul']",null
"['Thierry L?thy ', ' Maja Nydegger ', ' Markus Ischer ']",2014-01-30,Doppelkonzert,"['Jazz', 'Blues', 'Soul']",Z?rich
"[' Harald Haerter ', ' Gitta Kahle ', ' Roberto Domeniconi ', ' Francesco Diomaiuta ', ' Raphael Walser ', ' Paul Amereller ']",2014-01-30,Harald-Haerter's-Cat-Scan-Sextet,"['Hip', 'Hop', ""R'n'B""]",Z?rich
['Jahcoozi '],2014-01-30,Jahcoozi,['Pop'],Z?rich
"['Martin Schaefer ', ' Richard Decker ']",2014-01-30,Salonmusik,['Classic'],Luzern
"[' Gisela Horat ', ' Fridolin Blumer ', ' Jonas Br?gger ']",2014-01-30,Gisela-Horat-Trio,"['Jazz', 'Blues', 'Soul']",Winterthur
"[' ', ' Iiro Rantala ', ' Lars Danielsson ', ' Wolfgang Haffner ']",2014-01-30,Rantala-Danielsson-Haffner,"['Jazz', 'Blues', 'Soul']",Basel
"[' Andreas Schaerer ', ' Lucas Niggli ']",2014-01-30,Schaerer-Niggli-Duo,"['Jazz', 'Blues', 'Soul']",Uster
['The Wake Up '],2014-01-30,The-Wake-Up,"['Hip', 'Hop', ""R'n'B""]",Thun
[' Claude Bowald '],2014-01-30,Stephy-&-Claude,"['Jazz', 'Blues', 'Soul']",Bern
['Kendra Morris '],2014-01-30,Kendra-Morris,"['Hip', 'Hop', ""R'n'B""]",Lausanne
['Andy Egert Blues Band feat. Dallas Hodge '],2014-01-30,Andy-Egert-Blues-Band-feat.-Dallas-Hodge,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",M?hlethurnen
"['Ghost Town Trio ', ' Urs Voegeli ', ' Claude Meier ', ' Lukas Mantel ']",2014-01-30,Ghost-Town-Trio,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"['Jacques Demierre ', ' Peter K Frey ', ' Daniel Studer ']",2014-01-30,15-Jahre-Kontrabassduo-Studer-Frey,"['Jazz', 'Blues', 'Soul']",Z?rich
"[' Ganesh Geymeier ', ' Afrika Mkhize ', ' B?nz Oester ', ' Ayanda Sikade ']",2014-01-30,B?nz-Oester-&-The-Rainmakers,"['Jazz', 'Blues', 'Soul']",Basel
"[' Christoph Baumann ', ' H?mi H?mmerli ', ' Vinz Glanzmann ']",2014-01-30,Jazz-Rice-Performance,"['Jazz', 'Blues', 'Soul']",Baden
['The Cambodian Space Project '],2014-01-30,The-Cambodian-Space-Project,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",null
"[' Michael Wespi ', ' Luzian Graber ', ' Joel D. Allison ']",2014-01-30,Interlaken,['Pop'],-Happy-Inn-Lodge
"[' Christian Weber ', ' Jeremiah Cymerman ', ' Frantz Loriot ']",2014-01-30,Weber-Cymerman-Loriot,"['Jazz', 'Blues', 'Soul']",Z?rich
"[' Dominic Landolt ', ' Ramon Landolt ', ' Marion H?nni ']",2014-01-30,Trio-Heinz-Herbert,"['Jazz', 'Blues', 'Soul']",Z?rich
['Niels van der Waerden '],2014-01-30,Niels-van-der-Waerden,['Pop'],Wetzikon
"[' Merz ', ' Julian Sartorius ', ' Peter Conradin Zumthor ', ' Arno Troxler ', ' Lionel Friedli ']",2014-01-30,Merz-feat.-Sartorius-Drum-Ensemble,"['world', 'music']",null
['Dorian Wood '],2014-01-30,Dorian-Wood,['Pop'],Z?rich
['Richard Decker '],2014-01-30,Jam-Session,"['Jazz', 'Blues', 'Soul']",Luzern
['Wild Boogie Kombo '],2014-01-30,Wild-Boogie-Kombo,"['Jazz', 'Blues', 'Soul']",Pontresina
['Madeleine Tasquin '],2014-01-30,Madeleine-Tasquin,"['Jazz', 'Blues', 'Soul']",Z?rich
['Megan Nicole '],2014-01-30,Megan-Nicole,['Pop'],Lausanne
"[' Martin Klingeberg ', ' Christian Gerber ', ' Martin Iannaccone ', ' Daniel Almada ', ' Gregor Hilbe ']",2014-01-31,Tango-Crash,"['Jazz', 'Blues', 'Soul']",Basel
"[' Christoph Gallio ', ' Andrea Neumann ', ' Ernst Thoma ', ' Dominique Girod ', ' Dieter Ulrich ']",2014-01-31,Feierabendwerkschau,"['Jazz', 'Blues', 'Soul']",Z?rich
['Christian Mettler '],2014-01-31,Piano-Entertainment,['Pop'],Luzern
['Hans Zumstein '],2014-01-31,Orgelspiel-zum-Feierabend,['Classic'],Basel
[' Margrit Fluor '],2014-01-31,Vesper-Singet-dem-Herrn-ein-neues-Lied,['Classic'],Z?rich
['Lo-Cash Cowboys '],2014-01-31,Internationales-Country-Music-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
[' Lise de la Salle '],2014-01-31,Symphoniekonzert,['Classic'],Bern
[' Cassandra Wyss '],2014-01-31,Couch-Konzert-Nr.-2-Das-Konzert,['Classic'],Z?rich
"[' Bianca Luigia Manoleanu ', ' Elisabeth Ganter ', ' Remus Manoleanu ']",2014-01-31,Konzert,['Classic'],Z?rich
"['Ahmad Jamal ', ' Ahmad Jamal ', ' Reginald Veal ', ' Herlin Riley ', ' Manolo Badrena ']",2014-01-31,Luzern,"['Ahmad', 'Jamal']",KKL
"[' Sophie L?ssi ', ' Felix Br?hwilwer ', ' Claudio Strebel ', ' David Beglinger ']",2014-01-31,Altstadt-Swing,"['Jazz', 'Blues', 'Soul']",Winterthur
"[' Bruno Spoerri ', ' Thomas Moeckel ', ' Roman Dylag ']",2014-01-31,Just-Jazz,"['Jazz', 'Blues', 'Soul']",M?nnedorf
['The Real Group '],2014-01-31,The-Real-Group,"['Jazz', 'Blues', 'Soul']",null
[' Black Code '],2014-01-31,Oh-my-F*cking-God,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",null
"[' Rudolf Olivieri ', ' Felix Straumann ', ' Thomas Schaller ', ' Rainer Stadler ', ' Felix Zindel ']",2014-01-31,Olivieri-Jazz-Quintet,"['Jazz', 'Blues', 'Soul']",Z?rich
['Steaming Satellites '],2014-01-31,Steaming-Satellites,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Chur
[' Vilde Frang '],2014-01-31,Vaduzer-Konzerte,['Classic'],null
['Sophie Jamieson '],2014-01-31,One-of-a-Million,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Baden
"[' Raymond Graisier ', ' Christian Gavillet ', ' Jean-Pierre Burkhard ', ' Julien Cotting ']",2014-01-31,The-Benny's-Goodies,"['Jazz', 'Blues', 'Soul']",Rheinfelden
['Kevin Devine '],2014-01-31,Kevin-Devine,['Pop'],Basel
['Dorian Wood '],2014-01-31,Dorian-Wood,['Pop'],Bern
['Faada Freddy '],2014-01-31,Faada-Freddy,"['world', 'music']",null
['Mayra Andrade '],2014-01-31,Mayra-Andrade,"['world', 'music']",Lausanne
['The Slow Show '],2014-01-31,One-of-a-Million,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Baden
['Kevin Devine '],2014-01-31,Kevin-Devine,['Pop'],Z?rich
['Kalle Mattson '],2014-01-31,Kalle-Mattson,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Bern
['David Hope '],2014-01-31,David-Hope,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
['The Wild Boogie Combo '],2014-01-31,The-Wild-Boogie-Combo,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Bern
[' live: Eulises y son III '],2014-01-31,Latin-Touch,"['Ragga', 'Reggae', 'African', 'Music', 'Dancehall']",Z?rich
['Manolo Panic '],2014-01-31,Manolo-Panic,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
['Mouse On Mars '],2014-01-31,Mouse-On-Mars,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Bern
[' Pikku E '],2014-01-31,Suomi-Disco-Vol.-9,"['Ragga', 'Reggae', 'African', 'Music', 'Dancehall']",Z?rich
"['Zaida Ballesteros Parejo ', ' Ivan Galluzzi ', ' Davide J?ger ', ' Enrico Cerpelloni ']",2014-01-31,Nachtzug-Quartetto-dei-personaggi,['Classic'],null
['Temples '],2014-01-31,One-of-a-Million,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Baden
"[""The Rockn'Roll Kamikazes ""]",2014-01-31,The-Rock'n'Roll-Kamikazes,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Solothurn
"[' Sophie L?ssi ', ' Felix Br?hwiler ', ' Claudio Strebel ', ' David Beglinger ']",2014-02-01,Die-Samstagsmatin?e,"['Jazz', 'Blues', 'Soul']",Winterthur
"['Janis Is Alive ', ' Riders On The Storm ', ' Stoned Immaculate ', ' The Rose ']",2014-02-01,Winter-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"['Hossein Samieian ', ' Felix Gubser ']",2014-02-01,Vorabend-Lichtmess,['Classic'],Z?rich
['Kalle Mattson '],2014-02-01,One-of-a-Million,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Baden
['Dad Rocks '],2014-02-01,One-of-a-Million,['Pop'],Baden
['Chris Zahn '],2014-02-01,Chris-Zahn,"['Jazz', 'Blues', 'Soul']",Worblaufen
[' conductor: Francesco Saverio Pedrini '],2014-02-01,Barockensemble-Voces-Suaves,['Classic'],Basel
['Gavriel Lipkind '],2014-02-01,Gavriel-Lipkind-Bachs-letzte-drei-Cellosuiten,['Classic'],Z?rich
"['Sebastien Dupuis ', ' Ronja Bosshard ']",2014-02-01,Belcanto-Rezital,['Classic'],Z?rich
"['Lo-Cash Cowboys ', ' Music Road Pilots ']",2014-02-01,Internationales-Country-Music-Festival,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"[' Dorothea Frey ', ' Liliane Glanzmann ', ' Valentin Johannes Gloor ', ' Marcus Niedermeyr ']",2014-02-01,Oratorium-Samson,['Classic'],Hinwil
"[' Muriel Rochat Rienth ', ' Yves Bertin ', ' ?va Borhi ']",2014-02-01,Barockmusik-auf-Norddeutschland,['Classic'],Basel
"['Suicidal Angels ', ' Fueled By Fire ', ' Lost Society ', ' Exarsis ']",2014-02-01,Suicidal-Angels,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Aarau
['Santiano mit Peter Reber '],2014-02-01,Ein-musikalischer-Segelt?rn,['traditional'],Lenk-im-Simmental
"['Engorgement ', ' Chordotomy ']",2014-02-01,Monthly-Assault,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Zug
['Maria Mena '],2014-02-01,Maria-Mena,['Pop'],Z?rich
['7 Dollar Taxi '],2014-02-01,7-Dollar-Taxi,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
"[""Stephan Athanas' Contemparabic Jazz Ensemble "", ' Samiha Ben Said ', ' Samir Ferjani ', ' Benji Fellous ', ' Bernard Vidal ', ' Dave Feusi ', ' Tony Renold ', ' Stephan Athanas ']",2014-02-01,Stephan-Athanas'-Contemparabic-Jazz-Ensemble,"['Jazz', 'Blues', 'Soul']",Aarau
"[' Achim Escher ', ' Manuel Troller ', ' Marc Untern?hrer ', ' Alex Huber ']",2014-02-01,Happy-End,"['Jazz', 'Blues', 'Soul']",Z?rich
[' Anna Manske '],2014-02-01,Musique-des-lumi?res-Visions-de-Mahler,['Classic'],null
[' Band '],2014-02-01,Surfer-Joe-&-Band,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Feuerthalen
"[' Don Menza ', ' Renato Chicco ', ' Stephan Kurmann ', ' Bernd Reiter ']",2014-02-01,Don-Menza-Quartet,"['Jazz', 'Blues', 'Soul']",Basel
['Ahmad Jamal '],2014-02-01,null,"['Ahmad', 'Jamal']",Victoria-Hall
"['Mouse on Mars ', ' Metamkine ']",2014-02-01,30-Jahre-Grabenhalle,['Electronic'],null
"[' Zo? ', ' Mario Schl?ppi ', "" Romano D'Agostino "", ' Robin Tadic ', ' Patrik Horat ']",2014-02-01,Zo?,['Pop'],Z?rich
['The Last Fight '],2014-02-01,The-Last-Fight,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
['Ashes to Beauty '],2014-02-01,Ashes-to-Beauty,['Pop'],Wetzikon
"[' Claudio Taddei ', ' Flavio Braga ', ' Italo Pesce ']",2014-02-01,Claudio-Taddei,['Pop'],Z?rich
"['To Kill A King ', ' support: Spring Offensive ']",2014-02-01,To-Kill-A-King,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Z?rich
"[' Matthieu Michel ', ' Michael Zisman ']",2014-02-01,Michel-Zisman,"['Jazz', 'Blues', 'Soul']",null
['Kevin Devine '],2014-02-01,Kevin-Devine,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
['Polica '],2014-02-01,Polica,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Lausanne
['Caged Animals '],2014-02-01,One-of-a-Million,['Pop'],Baden
"['Baby Lou ', ' Taped ']",2014-02-01,Baby-Lou,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Buchs
"['Tha Alkaholiks ', ' Cali Agents ', ' Lords of the Underground ']",2014-02-01,Tha-Alkaholiks,"['Hip', 'Hop', ""R'n'B""]",Z?rich
['Dorian Wood '],2014-02-01,Dorian-Wood,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",null
['Steaming Satellites '],2014-02-01,One-of-a-Million,['Pop'],Baden
['You Love Her Coz Shes Dead '],2014-02-01,You-Love-Her-Coz-Shes-Dead,['Electronic'],Bern
"[' Herbert Kefer ', ' Nadia Belneeva ']",2014-02-02,Klang-Musikgenuss,['Classic'],Z?rich
['Stefano Severini '],2014-02-02,Festival-russischer-Musik-Von-ganzer-Seele-III,['Classic'],Z?rich
"[' Alexander Ivanenko ', ' Natalia Ivanenko ', ' Sabine Kaipainen ', ' Tuomas Kaipainen ']",2014-02-02,Festliches-Barock-Konzert,['Classic'],Z?rich
['Lubomyr Melnyk '],2014-02-02,One-of-a-Million,['Electronic'],Baden
['Aapo H?kkinen '],2014-02-02,Vater-und-Sohn,['Classic'],Basel
[' Gian Rupf '],2014-02-02,Festival-russischer-Musik-Von-ganzer-Seele-III,['Classic'],Z?rich
[' Mahmoud Turkmani '],2014-02-02,Mahmoud-Turkmani-&-Joss-Turnbull,"['world', 'music']",K?niz
"[' Stefanie Geisberger ', ' Nina Mayer ', ' Nathalie Leuenberger ']",2014-02-02,Musik-&-Wort,['Classic'],Allschwil
[' Elly Lucas '],2014-02-02,Folk-in-Heaven,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Pieterlen
"[' Dorothea Frey ', ' Liliane Glanzmann ', ' Valentin Johannes Gloor ', ' Marcus Niedermeyr ']",2014-02-02,Oratorium-Samson,['Classic'],null
[' Anna Manske '],2014-02-02,Musique-des-lumi?res-Visions-de-Mahler,['Classic'],null
"['Albrecht Mayer ', ' Alexander Schmalcz ']",2014-02-02,Bonjour-Paris,['Classic'],null
"['Sebastien Dupuis ', ' Ronja Bosshard ']",2014-02-02,Belcanto-Rezital,['Classic'],Z?rich
"['Martin Bauder ', ' Benjamin Kellerhals ']",2014-02-02,Beau-soir,['Classic'],Z?rich
