location,event,date,artists
Verbier,VERBIER FESTIVAL,2013-07-21,"['YEVGENY SUBDIN' 'JULIEN QUENTIN' 'VERBIER FESTIVAL ORCHESTRA / VFO'
 'BARBARA HENDRICKS']"
