location,event,date,artists
Verbier,VERBIER FESTIVAL,2013-07-27,"['YURI BASHMET' 'VERBIER FESTIVAL ORCHESTRA / VFO' 'PINCHAS ZUKERMAN'
 'ILYA GRINGOLTS']"
