location,event,date,artists
Montreux,MONTREUX JAZZ FESTIVAL,2010-07-11,"[KEITH JARRETT, GIL SCOTT HERON]"
BABAR, SCARLATTI, LULUXPO, QUATUOR TERPSYCORDES]"
