location,event,date,artist,coordinates
La Tour de Peilz,NOX ORAE,2011-08-14,ELECTRELANE,"(46.4533165, 6.8612781)"
Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-08-14,WENDY GHYSELS,"(46.2105553, 6.2317139)"
