location,event,date,artist,coordinates
Geneve,FESTIVAL DE LA BATIE,2007-09-01,DA SILVA,"(46.2043907, 6.1431577)"
Geneve,FESTIVAL DE LA BATIE,2007-09-01,JA GERN,"(46.2043907, 6.1431577)"
