location,event,date,artist,coordinates
Lausanne,FESTIVAL BACH DE LAUSANNE,2013-11-03,LES MUSICIENS DU LOUVRE GRENOBLE / MDL G,"(46.5196535, 6.6322734)"
Lausanne,JAZZ ONZE +,2013-11-03,STRATUS SUR LE PLATEAU,"(46.5196535, 6.6322734)"
