location,event,date,artist,coordinates
Lausanne,JAZZ ONZE +,2012-11-02,PIERRE LUC VALLET,"(46.5196535, 6.6322734)"
Lausanne,JAZZ ONZE +,2012-11-02,DIRECTION SURVET,"(46.5196535, 6.6322734)"
