location,event,date,artist,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-06,RICKY MARTIN,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-06,TROMBONE SHORTY & ORLEANS AVENUE,"(46.4312213, 6.9106799)"
Geneve,MUSIQUES EN ETE,2011-07-06,TUMI (TUMI AND THE VOLUME),"(46.2043907, 6.1431577)"
