location,event,date,artist,coordinates
Puidoux,BOUT D'BROUSSE,2010-08-06,MARK KELLY,"(46.4988452, 6.7691772)"
Plan les Ouates,FESTIVAL PLEIN LES WATTS,2010-08-06,TWEEK,"(46.1668075, 6.1145793)"
Sion,GUINNESS IRISH FESTIVAL,2010-08-06,CAPERCAILLIE,"(46.2331221, 7.360625999999999)"
Motiers,HORS TRIBU,2010-08-06,V13,"(46.9111044, 6.6113106)"
Geneve,MUSIQUES EN ETE,2010-08-06,VENDEURS D'ENCLUMES,"(46.2043907, 6.1431577)"
Porrentruy,ROCK AIR PORRENTRUY,2010-08-06,KIEMSA,"(47.416647, 7.0765657)"
