location,event,date,artist,coordinates
Geneve,ELECTRON,2013-03-31,ROBERT ROCCOBELLY,"(46.2043907, 6.1431577)"
Geneve,ELECTRON,2013-03-31,STEREO HYPNOSIS,"(46.2043907, 6.1431577)"
Lausanne,MOTION OPENAIR,2013-03-31,HARDWELL,"(46.5196535, 6.6322734)"
