location,event,date,artist,coordinates
Etagnieres,CROC THE ROCK,2013-10-25,MARVIN,"(46.5998975, 6.612918500000001)"
Geneve,JAZZCONTREBAND,2013-10-25,OLIVIER LAISNEY,"(46.2043907, 6.1431577)"
Carouge,JAZZCONTREBAND,2013-10-25,MATTHIEU LLODRA,"(46.1829674, 6.1378539)"
Nyon,NYON'S ON FIRE,2013-10-25,SMASH HIT COMBO,"(46.3832683, 6.2347852)"
