location,event,date,artist,coordinates
Geneve,ELECTRON,2012-04-08,KONONO NÂ°1,"(46.2043907, 6.1431577)"
Geneve,ELECTRON,2012-04-08,DJ COBEIA,"(46.2043907, 6.1431577)"
