location,event,date,artist,coordinates
Vevey,ANIMAI,2010-05-20,MELTING,"(46.4628333, 6.8419192)"
La Chaux du Milieu,CORBAK,2010-05-20,LE CIRQUE DES MIRAGES,"(47.0131911, 6.703647699999999)"
Montreux,MOTION OPENAIR,2010-05-20,DAVID GUETTA,"(46.4312213, 6.9106799)"
