location,event,date,artist,coordinates
Begnins,JVAL FESTIVAL,2013-08-31,GIRLS IN HAWAII,"(46.4408426, 6.2477524)"
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2013-08-31,NIGEL KENNEDY,"(46.4829113, 6.458343500000001)"
Montreux,SEPTEMBRE MUSICAL,2013-08-31,ORCHESTRE DE LA SUISSE ROMANDE,"(46.4312213, 6.9106799)"
Sierre,SIERRE BLUES FESTIVAL,2013-08-31,THE DOORS REVIVAL,"(46.29413110000001, 7.533536199999999)"
