location,event,date,artist,coordinates
Chenes Bougeries,BIMBADABOUM FESTIVAL,2014-08-17,HENRI DES,"(46.1983939, 6.1851258)"
Avenches,ROCK OZ ARENES,2014-08-17,GAD ELMALEH,"(46.8806009, 7.0427075)"
