location,event,date,artist,coordinates
Zurich,LIVE AT SUNSET,2008-07-09,DIANA ROSS,"(47.3768866, 8.541694)"
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-09,PAUL SIMON,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-09,BUDDY GUY,"(46.4312213, 6.9106799)"
Geneve,MUSIQUES EN ETE,2008-07-09,HOCUS POCUS,"(46.2043907, 6.1431577)"
