location,event,date,artist,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-06,THE CHEMICAL BROTHERS,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-06,YOUSSOU N'DOUR,"(46.4312213, 6.9106799)"
Geneve,MUSIQUES EN ETE,2007-07-06,MARC ANDRE LEGER,"(46.2043907, 6.1431577)"
