location,event,date,artist,coordinates
Bale (Basel),JAZZFESTIVAL BASEL,2010-04-24,FUNK OFF,"(47.5595986, 7.5885761)"
Bale (Basel),JAZZFESTIVAL BASEL,2010-04-24,ANOUAR BRAHEM,"(47.5595986, 7.5885761)"
