location,event,date,artist,coordinates
Fribourg,BELLUARD BOLLWERK INTERNATIONAL,2012-06-28,THE NOTWIST,"(46.8064773, 7.161971899999999)"
Geneve,L'AMR AUX CROPETTES,2012-06-28,MATTHIEU LLODRA,"(46.2043907, 6.1431577)"
Cully,LAVAUX CLASSIQUE,2012-06-28,RACHEL HARNISCH,"(46.4895985, 6.7290888)"
Cully,LAVAUX CLASSIQUE,2012-06-28,ELSA GRETHER,"(46.4895985, 6.7290888)"
Saint Gallen,OPEN AIR DE SAINT GALLEN,2012-06-28,DANKO JONES,"(47.4244818, 9.3767173)"
