location,event,date,artist,coordinates
Annecy,JAZZCONTREBAND,2014-10-15,LUCIEN DUBUIS,"(45.899247, 6.129384)"
Lausanne,LAUSANNE UNDERGROUND FILM & MUSIC FESTIVAL (LUFF),2014-10-15,MORTON SUBOTNIK,"(46.5196535, 6.6322734)"
