location,event,date,artist,coordinates
Sion,GUINNESS IRISH FESTIVAL,2011-08-06,CARLOS NUNEZ,"(46.2331221, 7.360625999999999)"
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2011-08-06,LULUXPO,"(46.1049798, 7.075533399999999)"
Yvoire,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-08-06,JULIEN SZULMAN,"(46.368685, 6.325756)"
Porrentruy,ROCK AIR PORRENTRUY,2011-08-06,SELAH SUE,"(47.416647, 7.0765657)"
Avenches,ROCK OZ ARENES,2011-08-06,STEPHAN EICHER,"(46.8806009, 7.0427075)"
