location,event,date,artist,coordinates
Geneve,L'AMR AUX CROPETTES,2012-06-29,WWW TRIO,"(46.2043907, 6.1431577)"
Cully,LAVAUX CLASSIQUE,2012-06-29,QUATUOR TERPSYCORDES,"(46.4895985, 6.7290888)"
Cully,LAVAUX CLASSIQUE,2012-06-29,CEDRIC PESCIA,"(46.4895985, 6.7290888)"
Mendrisio,LUGANO ESTIVAL JAZZ,2012-06-29,CALIMA,"(45.8713339, 8.984132899999999)"
Montreux,MONTREUX JAZZ FESTIVAL,2012-06-29,AMY MACDONALD,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2012-06-29,JOE BONAMASSA,"(46.4312213, 6.9106799)"
Gunzgen,MOTION OPENAIR,2012-06-29,TIESTO,"(47.3134764, 7.843830499999999)"
Saint Gallen,OPEN AIR DE SAINT GALLEN,2012-06-29,INCUBUS,"(47.4244818, 9.3767173)"
Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2012-06-29,TM JUKE,"(46.29413110000001, 7.533536199999999)"
