location,event,date,artist,coordinates
Soleure,INSANE FESTIVAL,2012-10-05,NO HEAD,"(47.2088348, 7.532291)"
Sion,JAZZCONTREBAND,2012-10-05,L'IRONIE DU SON,"(46.2331221, 7.360625999999999)"
Geneve,JAZZCONTREBAND,2012-10-05,INSTANT JAZZ,"(46.2043907, 6.1431577)"
Carouge,JAZZCONTREBAND,2012-10-05,MALTED MILK,"(46.1829674, 6.1378539)"
Nyon,JAZZCONTREBAND,2012-10-05,NOLOSE,"(46.3832683, 6.2347852)"
