location,event,date,artist,coordinates
Morges,DIABOLO FESTIVAL,2014-06-15,ALDEBERT : ENFANTILLAGES,"(46.5088127, 6.496130099999999)"
Neuchatel,FESTI NEUCH,2014-06-15,BASTIAN BAKER,"(46.9899874, 6.9292732)"
