location,event,date,artist,coordinates
Zurich,MOVING CITY,2011-08-12,BOYS NOIZE,"(47.3768866, 8.541694)"
Geneve,MUSIQUES EN ETE,2011-08-12,JUNIOR KELLY,"(46.2043907, 6.1431577)"
Le Locle,ROCK ALTITUDE,2011-08-12,MESHUGGAH,"(47.0577195, 6.7487354)"
