location,event,date,artist,coordinates
Geneve,TAMBOUR BATTANT FESTIVAL,2009-11-27,DIDIER AWADI,"(46.2043907, 6.1431577)"
Geneve,TAMBOUR BATTANT FESTIVAL,2009-11-27,KRISTO NUMPUBY,"(46.2043907, 6.1431577)"
