location,event,date,artist,coordinates
Lucerne,BLUE BALLS,2016-07-30,LAURA MVULA,"(47.05016819999999, 8.3093072)"
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2016-07-30,FLORIAN FAVRE,"(45.923697, 6.869433)"
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2016-07-30,NOX.3,"(45.923697, 6.869433)"
Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER,2016-07-30,NADA SURF,"(46.8496401, 6.845060800000001)"
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2016-07-30,ARNO,"(46.1049798, 7.075533399999999)"
Verbier,VERBIER FESTIVAL,2016-07-30,LEONIDAS KAVAKOS,"(46.0960814, 7.2285512)"
