location,event,date,artist,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-09,BEASTIE BOYS,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2007-07-09,GARY BURTON,"(46.4312213, 6.9106799)"
Geneve,MUSIQUES EN ETE,2007-07-09,DAVE HOLLAND,"(46.2043907, 6.1431577)"
