location,event,date,artist,coordinates
Monthey,JAZZCONTREBAND,2006-10-20,ELISABETH KONTOMANOU,"(46.2521873, 6.9469598)"
Geneve,JAZZCONTREBAND,2006-10-20,CHALA CUBANA,"(46.2043907, 6.1431577)"
