location,event,date,artist,coordinates
Neuchatel,FESTI NEUCH,2011-06-03,WU TANG CLAN,"(46.9899874, 6.9292732)"
Aarberg,STARS OF SOUNDS,2011-06-03,DIE FANTASTISCHEN VIER,"(47.0420553, 7.2751012)"
