location,event,date,artist,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-06,JOAN BAEZ,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-06,CAMILLE,"(46.4312213, 6.9106799)"
