location,event,date,artist,coordinates
Geneve,MUSIQUES EN ETE,2008-08-13,HELL'S KITCHEN,"(46.2043907, 6.1431577)"
Avenches,ROCK OZ ARENES,2008-08-13,SERJ TANKIAN,"(46.8806009, 7.0427075)"
