location,event,date,artist,coordinates
Fribourg,FESTIVAL INTERNATIONAL DE LA GUITARE A FRIBOURG,2016-10-01,ANDY MANNDORFF,"(46.8064773, 7.161971899999999)"
Thonon Les Bains,JAZZCONTREBAND,2016-10-01,MICHEL PORTAL,"(46.373565, 6.477634999999999)"
Cluses,JAZZCONTREBAND,2016-10-01,ZYTHUM,"(46.06039, 6.580582)"
Geneve,JAZZCONTREBAND,2016-10-01,MATHIEU ROSSIGNELLY,"(46.2043907, 6.1431577)"
Carouge,JAZZCONTREBAND,2016-10-01,AKUA NARU,"(46.1829674, 6.1378539)"
