location,event,date,artist,coordinates
Sion,GUINNESS IRISH FESTIVAL,2011-08-04,TRI YANN,"(46.2331221, 7.360625999999999)"
Geneve,MUSIQUES EN ETE,2011-08-04,STEFANIE IRANYI,"(46.2043907, 6.1431577)"
Porrentruy,ROCK AIR PORRENTRUY,2011-08-04,KIKI CRETIN,"(47.416647, 7.0765657)"
Avenches,ROCK OZ ARENES,2011-08-04,MOTORHEAD,"(46.8806009, 7.0427075)"
