location,event,date,artist,coordinates
Bale (Basel),JAZZFESTIVAL BASEL,2011-05-13,BOBBY MC FERRIN,"(47.5595986, 7.5885761)"
Vernier,VERNIER SUR ROCK,2011-05-13,DUB INC,"(46.2122638, 6.1052686)"
