location,event,date,artist,coordinates
Lausanne,IMPETUS FESTIVAL SUISSE,2016-04-08,AT THE DRIVE IN,"(46.5196535, 6.6322734)"
Delemont,IMPETUS FESTIVAL SUISSE,2016-04-08,OISEAUX - TEMPETE,"(47.365837, 7.345155500000001)"
