location,event,date,artist,coordinates
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2015-08-02,DAN TEPFER,"(45.923697, 6.869433)"
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2015-08-02,ANDRE MANOUKIAN,"(45.923697, 6.869433)"
Geneve,FETES DE GENEVE,2015-08-02,THOMAS SCHOEFFLER JR,"(46.2043907, 6.1431577)"
Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER,2015-08-02,LOUIS BERTIGNAC,"(46.8496401, 6.845060800000001)"
Verbier,VERBIER FESTIVAL,2015-08-02,CHARLES DUTOIT,"(46.0960814, 7.2285512)"
