location,event,date,artist,coordinates
Fribourg,FESTIVAL INTERNATIONAL DE LA GUITARE A FRIBOURG,2013-10-06,KHALED ARMAN,"(46.8064773, 7.161971899999999)"
Lausanne,HOLY GROOVE FESTIVAL,2013-10-06,THE TWO,"(46.5196535, 6.6322734)"
