location,event,date,artist,coordinates
Plan les Ouates,FESTIVAL PLEIN LES WATTS,2009-08-14,JAMMINGROOVE,"(46.1668075, 6.1145793)"
Geneve,MUSIQUES EN ETE,2009-08-14,GLEN OF GUINNESS,"(46.2043907, 6.1431577)"
Gampel,OPEN AIR DE GAMPEL,2009-08-14,DS PERSONAL,"(46.3157745, 7.741944099999999)"
Avenches,ROCK OZ ARENES,2009-08-14,DJ LAURENT WOLF,"(46.8806009, 7.0427075)"
