location,event,date,artist,coordinates
Hermance,JAZZ SUR LA PLAGE,2007-08-18,MAMA AND THE KIDS,"(46.3006983, 6.2449688)"
Gampel,OPEN AIR DE GAMPEL,2007-08-18,WILLIAM WHITE,"(46.3157745, 7.741944099999999)"
Avenches,ROCK OZ ARENES,2007-08-18,STEPHAN EICHER,"(46.8806009, 7.0427075)"
