location,event,date,artist,coordinates
Thun,AM SCHLUSS,2011-07-29,STILLER HAS,"(46.7579868, 7.6279881)"
Lucerne,BLUE BALLS,2011-07-29,AGNES OBEL,"(47.05016819999999, 8.3093072)"
Lucerne,BLUE BALLS,2011-07-29,BETH DITTO,"(47.05016819999999, 8.3093072)"
Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER,2011-07-29,MAXXO,"(46.8496401, 6.845060800000001)"
Geneve,MUSIQUES EN ETE,2011-07-29,KEREN ANN,"(46.2043907, 6.1431577)"
Verbier,VERBIER FESTIVAL,2011-07-29,QUATUOR EBENE,"(46.0960814, 7.2285512)"
Verbier,VERBIER FESTIVAL,2011-07-29,IVRY GITLIS,"(46.0960814, 7.2285512)"
Verbier,VERBIER FESTIVAL,2011-07-29,DENIS MATSUEV,"(46.0960814, 7.2285512)"
Verbier,VERBIER FESTIVAL,2011-07-29,LEONIDAS KAVAKOS,"(46.0960814, 7.2285512)"
