location,event,date,artist,coordinates
Nyon,LES HIVERNALES A NYON,2012-02-11,STUCK IN THE SOUND,"(46.3832683, 6.2347852)"
Nyon,LES HIVERNALES A NYON,2012-02-11,THE MONDRIANS,"(46.3832683, 6.2347852)"
