location,event,date,artist,coordinates
Lausanne,ELECTROSANNE,2015-09-03,PETE ROCK,"(46.5196535, 6.6322734)"
Geneve,FESTIVAL DE LA BATIE,2015-09-03,GLI ANGELI,"(46.2043907, 6.1431577)"
