location,event,date,artist,coordinates
Geneve,FESTIVAL DE JAZZ DE L'AMR,2015-03-28,MATHIEU ROSSIGNELLY,"(46.2043907, 6.1431577)"
Leysin,WORLDWIDE FESTIVAL LEYSIN,2015-03-28,BRANDT BRAUER FRICK,"(46.3435634, 7.012033)"
