location,event,date,artist,coordinates
Chenes Bougeries,BIMBADABOUM FESTIVAL,2013-08-16,GAETAN,"(46.1983939, 6.1851258)"
Plan les Ouates,FESTIVAL PLEIN LES WATTS,2013-08-16,PIERPOLJAK,"(46.1668075, 6.1145793)"
Geneve,MUSIQUES EN ETE,2013-08-16,BLITZ THE AMBASSADOR,"(46.2043907, 6.1431577)"
Gampel,OPEN AIR DE GAMPEL,2013-08-16,DEAP VALLY,"(46.3157745, 7.741944099999999)"
Le Locle,ROCK ALTITUDE,2013-08-16,THE DEFTONES,"(47.0577195, 6.7487354)"
Avenches,ROCK OZ ARENES,2013-08-16,DAVID GUETTA,"(46.8806009, 7.0427075)"
