location,event,date,artist,coordinates
Zurich,LIVE AT SUNSET,2008-07-11,SEAL,"(47.3768866, 8.541694)"
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-11,TOWER OF POWER,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2008-07-11,RICHARD GALLIANO,"(46.4312213, 6.9106799)"
Geneve,MUSIQUES EN ETE,2008-07-11,BEN'S BROTHER,"(46.2043907, 6.1431577)"
