location,event,date,artist,coordinates
Le Noirmont,CHANT DU GROS,2010-09-10,TAFTA,"(47.2256223, 6.9572116)"
Geneve,FESTIVAL DE LA BATIE,2010-09-10,HUDSON MOHAWKE,"(46.2043907, 6.1431577)"
Veytaux,SEPTEMBRE MUSICAL,2010-09-10,QUATUOR MODIGLIANI,"(46.42071019999999, 6.9286409)"
Villars,VILLARS DE VIVRE,2010-09-10,MICHEL JONASZ,"(46.3, 7.05)"
