location,event,date,artist,coordinates
Crissier,BLUES RULES CRISSIER,2010-05-16,YOM FROM MARS,"(46.55186870000001, 6.5743458)"
Lausanne,FESTIVAL DE GUITARE A LAUSANNE,2010-05-16,VICTOR PELLEGRINI,"(46.5196535, 6.6322734)"
