location,event,date,artist,coordinates
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2016-07-29,SYLVAIN RIFFLET,"(45.923697, 6.869433)"
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2016-07-29,ANCHORSONG,"(45.923697, 6.869433)"
Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER,2016-07-29,DUB INC,"(46.8496401, 6.845060800000001)"
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2016-07-29,XY,"(46.1049798, 7.075533399999999)"
Verbier,VERBIER FESTIVAL,2016-07-29,VERBIER FESTIVAL ORCHESTRA / VFO,"(46.0960814, 7.2285512)"
