location,event,date,artist,coordinates
Bale (Basel),JAZZFESTIVAL BASEL,2012-05-03,LISETTE SPINNLER,"(47.5595986, 7.5885761)"
Geneve,JOURS DE MAI,2012-05-03,LE CERCLE,"(46.2043907, 6.1431577)"
