location,event,date,artist,coordinates
Chenes Bougeries,BIMBADABOUM FESTIVAL,2013-08-15,KRYSTINE,"(46.1983939, 6.1851258)"
Geneve,MUSIQUES EN ETE,2013-08-15,CONCERTO KOLN,"(46.2043907, 6.1431577)"
Gampel,OPEN AIR DE GAMPEL,2013-08-15,THE COURTEENERS,"(46.3157745, 7.741944099999999)"
Martigny,PALP FESTIVAL (PLACE A LA PLACE),2013-08-15,DEVILDRIVER,"(46.1049798, 7.075533399999999)"
Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2013-08-15,ANDREY BARANOV,"(46.2105553, 6.2317139)"
Le Locle,ROCK ALTITUDE,2013-08-15,TAMBOURS DU BRONX,"(47.0577195, 6.7487354)"
Avenches,ROCK OZ ARENES,2013-08-15,AMY MACDONALD,"(46.8806009, 7.0427075)"
