location,event,date,artist,coordinates
Etagnieres,CROC THE ROCK,2016-10-28,THE TWO (THE TWO BLUES BAND),"(46.5998975, 6.612918500000001)"
Nyon,JAZZCONTREBAND,2016-10-28,ELECTRO DELUXE,"(46.3832683, 6.2347852)"
