location,event,date,artist,coordinates
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-12,ASA,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2011-07-12,ESPERANZA SPALDING,"(46.4312213, 6.9106799)"
Locarno,MOON AND STARS,2011-07-12,JOE COCKER,"(46.16699879999999, 8.7942643)"
Geneve,MUSIQUES EN ETE,2011-07-12,OPERA DE CHAMBRE DE GENEVE,"(46.2043907, 6.1431577)"
