location,event,date,artist,coordinates
Bern,GURTEN FESTIVAL BERN,2006-07-13,DAVID GRAY,"(46.9479739, 7.4474468)"
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-13,SEAN PAUL,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-13,DANI SICILIANO,"(46.4312213, 6.9106799)"
Montreux,MONTREUX JAZZ FESTIVAL,2006-07-13,SOLOMON BURKE,"(46.4312213, 6.9106799)"
