location,event,date,artist,coordinates
Geneve,MUSIQUES EN ETE,2010-08-11,PIERRE LAUTOMNE,"(46.2043907, 6.1431577)"
Avenches,ROCK OZ ARENES,2010-08-11,STATUS QUO,"(46.8806009, 7.0427075)"
