location,event,date,artist,coordinates
Bad Ragaz,QUELLROCK,2016-06-25,NGURU,"(47.0034141, 9.501106199999999)"
Payerne,RED PIGS FESTIVAL,2016-06-25,SILVER DUST,"(46.8220266, 6.9405663)"
