location,event,date,artist,coordinates
Geneve,MUSIQUES EN ETE,2015-08-12,ALPHEUS,"(46.2043907, 6.1431577)"
Le Locle,ROCK ALTITUDE,2015-08-12,THE DILLINGER ESCAPE PLAN,"(47.0577195, 6.7487354)"
Avenches,ROCK OZ ARENES,2015-08-12,FLORENT PAGNY,"(46.8806009, 7.0427075)"
