location,event,date,artist,coordinates
Evian Les Bains,JAZZCONTREBAND,2014-10-17,ANTOINE BROUZE,"(46.401488, 6.590948999999999)"
Lausanne,LAUSANNE UNDERGROUND FILM & MUSIC FESTIVAL (LUFF),2014-10-17,WINTER FAMILY,"(46.5196535, 6.6322734)"
