location,event,date,artist,coordinates
Morgins,C'EST L'HIVER ! MORGINS FESTIVAL,2012-12-08,LES WAMPAS,"(46.2382, 6.8519)"
Vevey,MONTREUX JAZZ FESTIVAL,2012-12-08,JULIE VICTOR,"(46.4628333, 6.8419192)"
Geneve,TAMBOUR BATTANT FESTIVAL,2012-12-08,PEDRO KOUYATE,"(46.2043907, 6.1431577)"
