location,event,date,artist,coordinates
Plan les Ouates,FESTIVAL PLEIN LES WATTS,2016-08-18,YANISS ODUA,"(46.1668075, 6.1145793)"
Penthalaz,VENOGE FESTIVAL,2016-08-18,ALPHA BLONDY,"(46.6097989, 6.525440199999999)"
